transactionAmount,deviceNew,unusualLocation,failedAttempts,transactionsLastHour,accountAgeDays,fraud
16788.86,1,0,0,2,52,0
65648.99,1,0,3,2,900,1
28142.9,1,0,0,2,594,0
88513.03,0,0,2,3,1284,0
65579.8,0,1,0,2,1439,0
82344.54,1,0,1,2,599,0
99317.06,0,0,2,0,501,1
84467.7,0,1,3,3,417,1
97846.59,1,0,3,3,98,1
92727.93,0,0,3,1,132,1
20433.2,0,1,1,0,243,1
55928.2,0,0,0,4,1159,0
50020.6,0,0,1,7,551,1
42859.13,0,0,0,5,1372,0
62787.86,1,0,4,6,44,1
88346.64,0,0,1,4,1018,0
17691.32,0,0,1,2,520,0
28826.59,0,0,0,1,505,0
10473.55,0,0,1,1,475,0
21414.97,0,0,1,2,922,0
7104.79,0,0,3,0,704,0
12724.38,1,0,1,2,541,0
47228.46,0,0,0,2,870,0
35703.01,0,0,1,3,615,0
68696.38,1,0,1,1,592,1
3748.39,0,0,0,3,536,0
12805.53,0,1,0,3,896,0
65576.03,0,0,1,4,1380,0
87641.61,0,0,2,0,1061,0
49714.86,0,1,2,2,763,0
86114.78,0,0,1,4,687,1
91688.98,0,0,2,6,390,1
31166.2,0,0,3,1,846,0
52769.88,0,0,0,0,1458,0
62715.7,0,0,3,2,95,1
97470.37,0,0,0,5,654,1
12434.01,1,0,0,3,40,1
68689.99,0,0,1,3,133,0
24650.46,0,0,1,3,645,0
34154.21,1,0,3,3,343,1
59687.81,0,0,1,4,217,0
45616.08,0,0,3,5,621,0
10881.66,1,1,2,3,1339,1
76091.91,1,0,2,5,1111,1
10216.39,1,0,1,1,948,0
36453.55,1,0,1,3,264,1
42540.59,0,0,1,4,566,0
57597.4,1,1,0,1,807,1
81200.13,0,0,0,5,413,1
51763.32,0,0,3,3,826,0
62540.18,1,1,0,1,1301,1
70246.22,0,1,0,2,120,1
15893.42,0,0,0,4,434,0
54048.92,0,0,1,9,1467,1
93917.01,0,0,2,6,874,0
51195.61,0,0,0,3,236,0
81849.69,0,0,1,2,1478,0
76940.07,0,1,2,2,1048,1
7702.39,0,0,0,2,193,0
16813.41,0,0,2,6,134,1
73903.93,1,0,2,3,370,0
92687.99,0,0,2,4,950,1
9393.73,0,0,0,6,1027,0
22430.43,0,0,0,2,1260,0
69579.3,0,0,2,2,279,0
30485.11,1,0,0,2,1239,0
43522.27,0,0,2,3,391,0
38171.94,0,0,0,1,1373,0
82549.6,1,1,2,6,502,1
87584.13,1,1,0,4,96,1
49403.73,1,0,0,5,1361,0
35649.01,0,0,2,3,1446,0
69598.2,1,0,1,3,622,1
69418.68,1,0,1,4,1483,1
87654.45,0,0,2,5,764,1
80287.65,1,0,1,2,1228,1
24744.17,0,0,1,0,1179,0
71536.13,0,0,3,1,697,0
37865.3,0,0,1,0,426,0
84167.42,0,0,0,1,1333,0
8777.6,0,0,0,4,813,0
21384.43,0,0,1,3,389,0
18968.13,0,0,0,2,1398,0
45685.16,0,0,0,1,160,0
32387.09,0,0,1,2,1433,0
30557.45,1,0,1,3,1325,0
51265.78,0,0,2,5,1199,1
16103.62,0,0,0,1,16,0
63802.64,0,0,0,4,1142,0
51714.76,0,0,1,1,1458,1
58792.5,0,1,0,3,1053,0
52990.63,0,0,3,2,1381,1
72969.67,1,0,0,1,587,1
77470.29,0,0,0,3,1215,0
41697.58,0,1,0,4,426,0
50763.67,1,1,2,2,410,1
49667.98,1,0,0,1,1296,0
71330.38,0,0,0,3,27,1
35626.64,1,0,0,3,378,1
5598.27,0,1,2,3,564,0
73749.04,0,0,1,6,1455,1
91792.96,0,0,1,5,458,1
93641.62,0,0,0,3,1218,0
78261.34,0,0,0,1,494,0
69940.71,1,0,3,4,426,1
22007.6,0,0,1,2,1400,0
51372.53,0,0,0,2,892,0
45113.19,0,0,1,5,1476,0
53245.63,1,0,0,3,46,0
86519.75,0,0,0,2,178,0
21587.01,0,0,2,5,774,1
45811.13,0,1,0,5,767,1
3394.4,1,0,0,3,1223,0
64779.95,0,0,2,1,9,1
92533.94,0,1,2,5,825,1
68163.19,0,0,0,0,868,0
39339.29,0,1,2,2,649,0
58499.19,0,0,3,1,1225,1
13171.15,0,0,2,3,640,0
69709.87,0,0,0,4,403,0
88228.46,0,0,0,0,1127,0
60402.85,1,0,0,2,336,0
99160.26,0,0,0,4,1095,0
52803.62,0,1,3,2,1024,1
80621.05,0,0,1,2,530,0
58020.01,0,0,1,6,691,1
89139.14,1,0,0,2,284,0
79426.66,1,0,0,5,32,1
84510.54,0,0,0,2,979,0
15068.83,0,1,0,3,865,0
53237.88,0,0,4,1,1495,1
47332.06,0,1,2,0,1140,1
9226.25,0,0,2,5,202,0
66723.85,0,0,1,4,317,0
33745.58,0,1,3,3,792,1
31268.93,1,1,1,1,686,1
58385.22,1,0,2,4,1061,0
75139.61,1,0,1,1,1046,0
92788.23,0,0,0,0,38,0
96609.01,0,0,2,0,912,0
89290.31,0,0,0,6,1310,0
51970.75,1,0,0,2,893,1
75739.34,1,1,2,4,1413,1
3870.96,0,0,0,8,755,0
20345.43,0,0,2,2,902,0
41733.23,1,0,0,3,1121,0
26623.37,0,0,1,2,1172,0
26193.9,0,0,0,1,855,0
62539.44,0,0,3,3,751,0
49354.21,1,0,2,2,260,1
82755.68,0,0,0,4,956,0
85489.14,1,0,0,4,886,1
90149.85,1,0,1,2,1076,1
44603.22,1,0,0,2,437,0
68994.61,0,0,1,3,819,1
1440.95,0,0,0,2,756,0
76289.08,0,0,1,2,1193,0
64491.86,0,0,2,5,541,1
67926.65,0,1,0,0,2,1
79061.71,0,0,1,5,65,1
36559.22,0,0,0,2,1226,0
98418.08,0,0,0,0,1386,0
66660.39,0,1,0,2,16,1
94239.22,1,0,1,3,442,1
92230.86,0,0,1,5,217,0
16486.67,1,0,0,6,220,1
84578.07,1,1,0,4,511,1
41796.97,0,1,0,4,33,1
55328.9,0,1,0,1,346,0
30138.84,0,0,1,1,620,0
25080.67,0,0,1,4,1368,0
902.38,0,0,0,3,837,0
37757.3,0,0,4,4,1116,0
55537.67,0,0,2,2,1024,0
43498.88,0,0,1,2,231,0
64675.53,0,0,2,2,44,1
40000.23,0,0,2,4,836,0
82584.58,0,0,1,3,1062,0
74697.97,1,0,0,7,804,1
69404.76,1,1,1,8,994,1
14570.8,0,0,1,0,840,0
16255.11,0,0,0,5,819,0
91043.6,0,0,3,1,875,1
83607.37,1,0,0,0,369,1
13859.06,0,0,1,1,113,0
6686.3,0,0,3,1,177,0
44304.88,0,0,1,6,466,0
44601.32,0,1,0,4,1045,0
9122.82,0,0,0,7,823,0
40249.68,0,0,2,3,739,0
94100.52,0,1,1,2,474,0
29750.34,0,1,3,5,938,1
32170.05,0,1,1,3,726,1
60995.9,0,0,0,4,1375,0
74857.05,1,0,1,5,345,1
748.85,0,0,0,3,722,0
61767.38,0,0,4,3,1465,0
21524.38,0,1,6,4,1006,1
4891.96,1,0,1,0,1272,0
41405.98,0,0,1,4,296,0
47645.08,1,0,1,2,256,0
3957.8,0,0,2,0,1436,0
13386.56,0,0,0,1,366,0
66252.37,0,0,0,3,1230,0
57890.39,0,1,0,2,216,1
37309.65,0,0,1,4,896,0
14596.56,0,0,1,2,1222,0
86787.96,0,0,1,3,437,0
49913.49,0,0,3,2,154,0
99963.6,0,0,0,4,1324,0
95908.5,0,1,2,1,1045,0
50957.42,0,0,2,2,406,0
83740.28,0,1,1,4,506,1
25689.47,0,1,1,3,307,0
12944.87,0,0,0,4,515,0
54940.28,1,0,1,1,360,1
86875.95,0,0,4,4,773,0
13529.67,1,0,1,2,1017,1
20585.0,0,1,1,6,910,1
37516.16,0,0,1,1,66,0
25764.09,0,0,2,2,1095,0
51486.89,0,0,2,3,1355,0
80709.24,0,0,1,1,1166,0
97100.62,0,0,1,3,1124,0
37214.81,0,0,1,2,416,0
24355.87,0,1,3,4,1236,1
87505.84,1,0,2,3,478,1
15035.91,0,0,0,4,762,0
73692.01,0,0,2,2,1284,1
57179.26,0,1,0,4,1395,1
25792.0,0,0,0,2,335,0
86982.05,0,1,0,3,1271,1
19428.24,1,0,1,1,1365,1
84261.53,0,0,1,1,684,1
9507.55,0,0,1,3,105,0
71331.52,0,0,1,0,352,0
80248.65,1,0,2,2,125,0
3436.96,0,0,0,4,1242,0
79529.24,0,0,1,1,1231,0
61841.95,0,0,2,3,814,0
53709.23,1,0,0,2,1432,0
36281.66,0,0,2,3,965,0
17326.86,1,0,2,3,875,0
83570.0,0,0,2,3,258,0
66098.72,0,0,0,1,1102,0
67108.93,0,0,2,4,1419,0
4856.76,1,0,2,3,1075,0
8688.78,1,0,3,3,915,1
63418.16,0,0,0,6,132,1
12910.17,0,1,0,3,286,0
98798.73,0,0,0,3,1362,0
4492.77,1,0,1,2,306,0
49407.92,0,0,0,1,623,0
29908.21,0,1,1,4,133,1
34401.0,0,0,0,6,1319,0
95249.88,0,0,1,3,847,0
20884.15,0,0,2,4,1315,0
81692.85,1,0,0,1,1384,1
5436.03,0,0,1,4,1161,0
66467.99,0,0,0,2,601,0
14314.39,0,0,0,6,1077,0
77238.02,1,0,1,4,803,1
68916.3,1,0,1,5,528,1
36376.56,1,1,0,3,591,1
79946.67,0,0,3,3,38,1
98139.57,0,1,1,5,82,1
42600.58,1,0,1,1,766,0
40747.22,0,0,2,3,1133,0
97058.2,0,1,0,6,1254,1
9967.03,0,0,1,5,797,0
10111.11,0,0,1,7,37,1
11799.01,0,1,1,5,1111,1
40010.7,1,0,1,3,1113,1
28003.88,1,0,0,4,1193,0
70326.27,0,0,1,5,1250,1
40150.18,1,0,1,4,161,1
45914.63,0,1,0,3,673,0
50328.09,0,0,1,2,285,0
85471.06,0,0,0,1,1402,0
25319.0,0,1,0,1,1058,0
22514.25,0,0,2,1,186,0
45117.28,0,0,3,7,623,1
33805.54,0,0,0,1,897,0
10112.8,1,0,1,2,1437,0
68015.69,1,0,0,5,292,1
52882.38,1,0,2,1,30,1
65657.18,0,1,2,2,1283,1
83857.43,1,1,1,3,992,1
55222.75,0,0,0,1,1490,0
34354.92,0,1,3,4,32,1
50513.78,1,1,0,3,1337,1
58083.77,0,0,4,6,563,1
95116.11,0,0,3,2,1283,1
21905.12,0,0,1,2,1049,0
44746.89,0,0,0,2,1053,0
92724.77,1,0,0,2,1423,1
38273.27,0,0,0,1,1180,0
40943.48,0,0,0,3,1213,0
6086.67,0,1,0,3,181,0
90426.44,1,0,3,4,533,1
4374.05,0,0,2,2,1334,0
90980.86,0,0,0,3,1169,0
89313.69,1,0,2,0,239,1
12829.34,0,1,1,7,876,1
84643.02,0,0,1,2,893,0
17795.83,0,0,2,1,484,0
96698.44,0,0,1,3,100,1
43075.57,0,1,0,2,238,1
4310.83,0,1,3,2,1000,1
59405.89,1,0,1,7,463,1
40792.43,0,0,0,7,1309,0
63004.3,1,0,0,7,1284,1
115.76,0,0,0,3,1487,0
6525.94,1,0,1,5,1319,0
99555.25,0,0,0,5,1211,0
99778.66,0,1,1,2,938,1
32420.64,1,0,2,4,1389,1
48485.86,0,0,0,5,470,0
13243.91,0,0,4,4,192,0
54696.95,0,0,1,5,969,0
46840.2,0,0,0,2,924,0
72419.87,0,0,0,4,518,0
30801.79,1,0,1,4,1268,1
97926.9,1,0,2,1,1131,0
91567.64,0,0,2,2,863,0
30995.96,0,0,2,4,1314,0
45862.46,1,0,3,1,835,1
75723.78,0,0,1,4,1139,0
42891.45,0,1,1,2,1459,1
92055.18,0,0,1,0,1233,0
5266.92,0,0,0,4,774,0
32535.43,0,1,0,2,864,0
26271.36,1,0,0,4,100,0
82023.93,1,0,2,5,99,1
57968.86,0,0,2,3,1180,0
10348.2,1,0,2,2,177,0
73698.57,0,0,1,3,1071,0
15482.04,0,0,1,5,38,1
34821.08,0,1,0,4,85,0
55043.84,0,0,2,3,689,1
96543.47,1,1,3,4,855,1
58175.79,0,0,1,6,441,1
16980.32,0,0,0,3,1369,0
61531.92,1,0,0,6,484,1
67434.9,0,1,1,1,959,1
77877.45,1,0,2,6,948,1
6943.91,0,0,2,2,1414,0
74106.86,0,0,1,3,260,0
78038.74,0,0,1,5,1356,1
94427.95,0,0,2,4,106,0
85734.31,0,0,0,6,224,1
27332.17,0,0,1,1,1377,0
10647.01,0,0,1,3,114,0
15676.26,1,0,0,3,543,0
81134.51,1,0,1,2,1039,1
81173.55,0,0,4,5,162,1
50125.45,0,0,0,6,1484,1
38246.3,0,0,0,3,315,0
99869.98,0,0,0,6,1323,0
71528.7,0,0,3,5,455,1
88664.41,0,0,2,1,66,1
51149.78,0,0,0,2,440,0
87698.17,1,0,1,1,143,0
87126.7,1,1,3,4,862,1
29304.1,0,0,0,2,399,0
38859.85,0,0,1,4,724,0
9486.98,0,1,0,5,325,0
37638.36,1,0,1,3,181,1
98884.88,1,0,3,6,542,1
19269.57,0,0,0,3,1359,0
88933.74,0,0,1,3,20,0
41828.45,0,0,1,5,87,1
90229.19,0,0,1,4,915,0
16261.16,0,0,1,1,767,0
82259.99,0,0,0,6,1018,1
27589.89,0,0,2,2,9,1
60404.09,1,1,1,0,598,1
90945.1,0,0,0,5,1270,1
47954.47,0,0,0,3,1317,0
72218.77,1,0,1,5,466,1
85545.31,0,0,0,2,1420,0
883.71,0,0,0,4,1067,0
32193.39,0,0,0,1,524,0
15150.91,1,0,0,3,1489,0
63997.71,0,0,1,5,724,1
28485.17,0,0,1,4,576,0
16844.66,0,0,0,1,369,0
8429.42,1,0,0,0,361,0
92626.27,1,1,1,2,105,1
46859.28,0,0,3,3,1224,1
32226.67,0,0,4,5,165,1
61367.01,1,0,2,3,166,1
19443.98,0,0,1,1,405,0
25112.27,0,0,0,3,1073,0
60106.66,0,0,1,2,1121,1
69656.72,0,1,1,3,114,1
39720.95,0,1,0,3,224,0
14551.02,0,1,0,1,959,0
94682.47,0,0,1,4,1073,0
45555.6,0,0,0,3,1121,0
67073.25,0,0,0,2,918,0
97260.58,1,0,1,4,1121,1
96555.21,0,0,2,5,1151,1
31153.53,1,0,1,3,690,0
39583.04,0,0,0,3,234,0
78652.32,1,0,2,4,1245,0
21424.81,0,1,1,5,735,1
7479.65,0,0,1,5,748,0
52838.19,0,1,0,4,1114,1
72616.78,0,0,2,2,855,0
73083.57,0,0,3,2,761,1
29397.28,1,0,0,2,1431,0
712.25,0,0,2,1,34,0
3484.16,1,0,1,3,278,0
96566.01,0,0,1,5,1087,1
56405.3,1,0,1,2,567,1
36070.54,0,0,0,5,265,0
83978.49,0,0,0,7,364,1
3344.88,1,0,1,3,1158,0
91478.1,0,0,1,7,147,0
88276.61,0,1,0,2,1431,1
35673.36,0,0,2,1,963,0
42921.92,1,0,1,1,819,0
17446.57,0,0,0,3,612,0
68516.96,1,0,2,3,140,1
66859.12,0,0,1,2,1408,0
46180.93,0,0,2,2,753,0
81664.76,0,0,0,1,1414,0
91496.35,0,0,1,1,1389,0
90805.48,0,0,2,4,1101,0
18764.77,0,0,2,1,1244,0
95894.57,1,0,0,5,293,1
58220.37,0,0,1,4,1113,0
63192.19,0,0,0,4,1034,0
89730.69,0,0,1,1,1158,0
14653.68,0,0,1,4,1326,0
70233.36,0,0,0,2,392,0
33930.11,0,0,0,1,952,0
3536.92,0,0,0,2,811,0
95882.79,1,0,0,3,586,1
14427.72,1,0,0,5,79,1
23517.13,0,0,1,4,533,0
64877.6,0,1,0,2,1245,0
51321.05,0,0,0,2,898,0
43785.87,0,0,0,4,1275,0
32685.89,1,0,0,5,518,1
83302.3,0,0,2,2,850,0
44761.45,1,1,0,2,96,1
47920.81,0,1,0,3,1200,0
85287.72,0,0,1,5,18,1
8039.22,0,0,3,5,393,0
48158.61,0,0,2,2,1361,0
18494.59,1,0,0,0,309,0
45997.93,0,1,3,6,1465,1
20467.45,1,0,1,3,685,1
74799.81,1,0,0,4,32,1
25444.06,0,0,0,4,837,0
73413.62,0,0,0,1,674,0
15629.68,0,0,0,1,1180,0
42954.1,1,0,0,2,684,0
28015.57,0,0,2,2,1201,0
9536.26,0,0,0,2,706,0
66716.94,1,0,0,2,1241,1
46752.45,1,0,0,2,522,0
70152.89,0,1,0,3,511,1
46120.31,0,0,2,2,257,0
88673.6,0,0,2,4,997,1
75922.75,0,0,0,3,466,0
25378.92,1,0,2,3,1154,0
67247.65,0,0,0,2,290,0
16048.32,0,1,2,1,1030,0
24421.06,0,1,0,2,703,0
88519.08,0,0,0,8,564,1
48347.04,0,1,1,2,752,0
41842.42,0,0,3,2,1163,0
47617.53,0,0,2,4,458,0
59178.14,0,0,1,3,324,0
47176.55,1,0,0,3,771,0
79840.56,0,0,1,3,295,0
78964.9,0,0,1,2,1342,0
57164.21,0,0,1,2,476,0
49990.52,0,0,1,3,670,0
19014.44,0,0,1,1,245,0
22070.46,1,1,2,2,179,1
20708.55,0,0,0,2,317,0
68037.68,1,0,0,3,98,1
24964.95,0,0,1,3,87,0
14246.1,0,0,2,4,1089,0
93774.44,0,0,3,2,497,0
8567.47,0,0,0,7,450,0
85073.39,0,0,1,4,1091,0
42473.15,1,0,1,4,348,1
5995.15,0,0,0,1,727,0
99291.06,0,0,3,2,775,1
13188.35,0,0,1,3,507,0
21139.19,0,0,2,4,1082,0
4529.99,0,0,1,2,11,0
67255.32,1,0,1,1,694,1
45661.11,0,0,1,4,1136,0
38674.63,0,0,2,4,65,0
14005.74,0,1,1,4,139,0
74617.62,0,0,2,1,272,0
69674.58,0,1,0,4,1419,1
65221.31,0,0,1,3,545,0
96323.94,0,0,1,4,160,0
96398.95,1,0,1,5,481,1
76213.39,0,0,0,5,385,1
7840.98,0,0,0,6,195,0
48745.38,1,1,1,6,791,1
2028.51,1,0,1,2,573,0
16482.4,0,0,1,1,1081,0
76859.66,0,0,1,0,29,1
83338.85,1,0,1,4,33,1
2129.02,0,0,1,3,391,0
88041.1,1,0,1,2,149,1
80566.83,0,0,1,2,723,0
18772.51,0,0,0,0,901,0
39188.56,0,1,2,6,390,1
29009.13,0,0,0,2,166,0
32414.39,0,0,1,4,1448,0
45938.25,0,0,2,2,336,0
25871.79,0,1,2,3,655,1
15747.75,0,1,1,5,372,1
71289.21,0,0,1,3,420,0
77798.05,1,0,0,2,1079,1
31587.21,1,0,1,4,90,1
81353.0,0,0,0,8,580,1
40478.79,0,0,1,4,404,0
48902.98,0,1,1,3,425,0
32169.24,0,0,0,3,187,0
17627.95,1,1,2,1,531,1
51369.94,0,1,1,4,376,1
43218.39,1,0,2,3,1145,1
77066.74,1,0,1,3,1139,1
14032.6,0,0,1,3,687,0
6607.21,1,0,1,3,1366,0
43454.19,0,1,3,4,1470,1
4979.28,1,0,0,0,1188,0
86394.61,0,1,0,6,846,1
98760.82,0,0,0,1,1491,0
67748.28,0,0,1,3,339,1
42869.99,1,0,4,2,1440,0
77546.0,0,1,1,2,66,1
45512.89,0,0,1,2,1415,0
64543.76,0,0,0,2,109,0
92678.61,0,0,0,0,65,0
59392.34,0,0,1,2,500,0
44386.35,0,0,0,3,527,0
10036.21,0,0,1,1,624,0
45563.46,0,0,0,2,665,0
88644.53,0,1,1,4,177,1
47374.18,1,0,1,4,327,0
99302.57,1,1,2,2,572,1
39112.52,0,1,1,1,994,1
4915.4,0,1,2,1,188,0
21981.93,0,0,1,4,799,0
28277.82,0,1,1,3,446,1
39477.63,0,0,2,5,957,1
46612.99,0,0,1,4,896,0
32777.26,0,0,0,2,613,0
75477.48,0,0,4,2,728,1
72175.56,0,0,2,5,452,1
34226.07,0,0,0,1,274,0
4342.84,0,0,1,3,644,0
93136.73,1,0,1,1,1432,0
15677.03,0,0,0,6,1006,0
83783.3,0,0,0,3,163,0
36996.08,1,0,1,2,800,1
66741.9,0,0,1,4,703,0
61824.13,1,0,3,2,1015,1
72341.83,0,0,1,3,454,0
17107.92,0,1,1,3,464,1
55538.79,1,0,1,4,406,0
95427.71,0,1,0,3,1213,1
12487.9,1,0,1,3,1265,0
80785.44,1,0,2,2,1122,0
39891.21,1,0,1,2,1047,0
93249.54,1,0,0,2,136,1
18896.02,0,0,0,9,56,0
53767.1,0,0,1,1,1199,0
3939.47,0,0,2,3,713,0
51469.3,1,0,0,0,315,0
95979.24,1,0,1,5,265,1
62993.78,0,0,1,4,961,0
56719.78,0,0,1,2,1419,0
23993.76,0,0,1,0,156,0
82479.11,1,0,1,5,309,1
42827.35,0,0,1,2,273,0
24712.5,0,0,1,2,1145,0
74952.61,0,0,2,4,1034,0
4379.45,0,0,0,2,761,0
88387.48,0,1,1,3,393,0
49449.09,0,1,0,2,1464,1
79095.74,0,0,1,0,358,0
7008.37,0,0,1,2,366,0
54435.45,0,0,1,7,277,1
25139.36,0,0,1,7,516,1
20188.24,0,0,0,1,382,0
41933.57,0,0,1,3,1022,0
24257.77,0,0,2,6,64,1
88777.04,0,1,0,1,1110,1
99048.12,0,0,1,6,678,0
56648.15,0,0,1,5,859,1
50446.18,0,0,0,6,1065,1
37158.37,0,1,0,2,800,0
91644.87,0,0,3,1,1257,1
53512.49,0,0,2,2,375,0
63065.38,0,0,1,0,1424,0
23708.97,0,0,0,1,274,0
75354.38,0,0,0,2,556,0
93185.68,0,0,0,1,767,0
86758.35,0,1,0,2,1391,1
22675.24,0,0,1,4,1255,0
16395.8,1,0,1,3,835,0
26235.87,1,0,1,2,203,1
60991.08,0,0,1,5,106,1
66255.04,0,0,2,2,392,0
71043.17,1,1,0,5,897,1
43167.54,1,0,0,2,403,1
19678.27,0,0,0,2,634,0
32742.93,0,0,0,1,275,0
27790.42,0,0,0,2,1301,0
28463.35,0,0,1,4,359,0
22884.95,0,0,1,3,241,0
52698.91,0,1,0,6,1340,1
90473.38,0,0,1,10,1487,1
42335.96,0,1,1,1,1333,1
75808.84,0,1,1,6,44,1
7475.48,0,0,1,5,228,0
96380.39,1,1,2,8,756,1
6610.68,1,0,1,4,240,0
85051.24,0,1,1,0,1489,1
73900.93,0,0,1,3,241,0
64464.39,0,1,1,5,473,1
35594.83,0,0,0,1,1013,0
39564.55,0,0,1,6,1098,1
53360.71,0,0,3,3,739,1
67967.94,0,0,3,3,976,1
90262.0,1,0,0,3,202,1
28663.17,0,0,2,2,1255,0
25132.07,0,0,0,4,1032,0
34821.67,0,0,0,4,226,0
7750.98,0,1,1,3,144,0
95712.77,1,0,2,1,1398,0
94938.7,0,0,2,2,345,0
91970.21,0,0,1,8,556,1
50906.93,0,0,2,4,106,1
33111.69,0,1,2,3,893,1
5900.53,1,1,1,6,1079,1
72473.6,0,0,0,3,700,0
6228.62,1,0,0,6,1154,0
15253.12,0,1,1,5,1046,1
2332.26,1,0,0,1,1089,0
47093.72,0,0,1,2,1465,0
23402.11,0,0,0,4,1186,0
10091.24,0,0,1,6,1124,1
3280.99,0,0,2,1,513,0
65705.67,0,1,0,1,882,1
78413.3,0,0,1,4,419,0
46265.28,0,0,0,5,1372,0
36774.71,1,0,1,3,1025,0
46104.87,0,1,0,4,972,0
3828.13,1,1,0,1,759,0
24556.69,0,0,0,5,522,0
93573.62,0,0,1,3,266,0
82020.78,0,0,4,2,963,1
65388.86,0,0,1,1,277,0
12012.57,0,0,0,2,1395,0
93805.41,0,0,2,0,529,0
36232.91,0,0,0,3,84,0
39385.32,0,0,2,2,562,0
94923.47,0,0,2,3,591,1
45735.95,1,0,1,3,1207,1
29330.38,0,0,0,3,1172,0
77166.83,0,0,1,1,150,0
51277.04,0,0,1,4,87,0
45909.02,0,1,0,3,1381,0
61954.02,1,0,1,3,600,1
5436.33,0,0,1,2,240,0
86812.59,1,0,0,2,551,1
17041.64,1,0,0,5,691,1
93395.95,0,0,0,3,186,0
49453.35,0,0,1,1,1485,0
49509.17,0,1,1,1,1340,1
4526.54,0,1,2,4,813,0
3425.23,0,0,0,3,1262,0
34358.67,0,0,1,2,188,0
7246.73,0,0,0,1,672,0
62614.36,0,0,2,3,535,0
82236.07,1,1,1,1,357,1
98303.21,0,1,0,2,657,1
3236.82,0,0,0,4,1312,0
13714.1,0,1,1,1,507,0
15203.17,1,0,1,1,943,0
19098.8,0,0,1,2,528,0
93368.29,0,0,2,1,806,0
24100.53,1,0,1,3,1417,1
96485.83,0,1,0,4,823,1
72562.55,0,0,0,2,1070,0
29238.21,0,0,0,2,1254,0
69667.95,0,0,2,4,1319,0
87138.27,1,1,2,0,819,1
3643.41,1,0,2,8,859,1
2544.02,0,0,0,1,1465,0
93490.0,0,0,0,1,48,0
87605.8,0,0,0,2,1211,0
99073.43,1,1,2,4,732,1
43961.4,0,0,1,2,29,1
42995.46,1,0,2,1,1113,1
37964.32,1,0,0,2,739,0
50720.51,0,1,1,4,366,1
68612.94,0,0,2,2,352,1
78550.94,0,0,3,3,1158,1
77812.36,0,0,0,1,779,0
98778.56,0,0,0,6,17,1
85629.34,1,0,0,2,1288,1
83350.23,0,0,0,5,942,0
77873.58,1,0,2,5,1480,1
11077.21,0,0,0,5,536,0
94541.28,0,1,0,2,468,0
55553.02,0,1,1,3,360,0
37528.66,0,1,0,4,246,1
32532.27,0,0,0,5,1216,0
68231.54,0,0,3,1,1227,0
55215.76,0,1,2,5,826,1
77066.18,0,1,0,3,1246,1
38646.95,0,0,1,2,1239,0
84614.29,0,0,1,0,1145,0
59490.39,1,1,3,1,110,1
2388.71,0,0,1,4,321,0
40671.77,0,1,1,1,577,1
75574.36,0,1,2,4,524,1
75012.66,1,0,1,1,840,1
94517.24,0,0,0,4,684,0
51671.69,1,0,0,2,1039,1
84510.45,0,0,0,4,1198,0
43096.22,0,1,1,3,698,0
77889.6,0,0,3,2,210,1
89247.8,0,0,2,8,372,1
50040.8,1,0,0,1,1076,0
40919.64,1,0,0,3,1176,0
12413.05,0,0,1,6,744,1
76873.16,0,0,3,4,26,1
96631.0,0,1,0,0,607,1
95364.98,0,0,0,4,885,0
36964.57,0,0,0,2,1199,0
87269.4,0,0,2,4,973,0
55362.35,1,1,1,4,1351,1
39420.23,0,0,0,5,306,1
16062.58,0,0,2,4,1419,0
243.2,0,0,2,4,1065,0
98178.56,0,1,0,5,443,1
43677.11,1,0,4,4,1441,1
72283.15,0,1,0,4,422,1
41443.49,0,0,0,4,371,0
35045.89,0,0,2,2,1290,0
39622.18,0,1,0,4,1258,0
59659.68,1,0,0,5,746,1
68672.45,0,0,0,6,1418,0
34919.81,0,0,3,2,1406,0
55203.61,1,0,0,4,1361,0
31722.12,1,0,2,2,270,1
47592.2,0,0,2,3,1004,0
32457.21,1,0,0,4,666,0
73582.26,1,0,0,3,1133,1
85932.27,1,0,2,5,240,1
87489.66,1,1,0,3,613,1
15186.21,0,0,2,4,117,0
85611.99,1,0,2,4,23,1
17955.25,0,0,1,4,74,0
59986.22,0,0,0,3,316,0
83296.39,0,0,2,5,684,1
81763.02,0,0,0,2,1052,0
10760.83,0,0,0,3,823,0
20307.85,0,0,0,2,558,0
80658.89,0,0,1,0,816,0
70652.19,1,0,0,3,1182,1
37937.27,0,1,0,4,450,0
62168.08,0,0,0,4,624,0
97273.73,0,0,0,2,534,0
61946.95,0,0,2,4,301,0
6316.19,1,0,3,0,1099,1
88731.71,1,0,3,5,934,1
31562.54,0,0,0,2,1493,0
14001.57,1,0,1,9,1260,1
62108.75,0,0,2,2,1046,0
59014.79,1,0,0,2,713,1
90367.94,0,0,1,3,410,1
20998.5,0,0,1,0,1265,0
31776.53,0,0,1,7,1193,1
81565.68,0,0,2,5,1094,0
31777.17,1,1,1,4,310,1
14188.38,1,0,1,2,621,0
91427.42,0,0,1,1,1376,0
56703.47,0,1,1,2,1226,0
56225.21,0,1,2,4,1157,0
54023.47,0,0,0,5,881,1
96051.93,0,0,1,4,1090,1
3962.47,0,0,0,2,212,0
82886.62,0,0,2,1,575,0
276.14,0,0,0,4,523,0
80840.46,1,0,1,10,411,1
23493.45,0,0,1,7,218,1
4053.14,1,0,0,2,101,0
